Variable_1,Variable_2,Variable_3
-1.0856306033005612,-0.9133148423708782,-1.2330284308579644
0.9973454465835858,1.1998316766875892,0.7695069333374919
0.28297849805199204,0.027355292882049992,0.028295025407068186
-1.506294713918092,-1.2271732612491515,-0.6858623581738461
-0.5786002519685364,-0.746316575774868,-0.32743505816277724
1.651436537097151,1.3755796867817982,1.4569927795148383
-2.426679243393074,-2.377915756527859,-2.185419935011878
-0.42891262885617726,-0.5328133555578456,-0.6349533333051838
1.265936258705534,1.2651750422484414,1.0772460966968422
-0.8667404022651017,-0.7593719991719226,-0.8269284854677903
-0.6788861516220543,-0.8884494363200905,-0.5740483720711966
-0.09470896893689112,-0.344717531118041,0.15194408423011965
1.4913896261242878,1.6138338436979631,1.2234192929608083
-0.638901996684651,-0.8939263736971153,-0.9752937923271869
-0.44398195964606546,-0.10356670173614596,-0.44368034849199645
-0.43435127561851733,-0.5487662658282378,-0.19102749843108544
2.2059300827254558,1.9954140629992443,1.439534740409158
2.1867860889737867,2.012462899182721,1.3842802621205372
1.004053897878877,0.8073694682974061,1.1758009277697827
0.386186399174856,0.4606754688415634,0.3762727283897563
0.7373685758962422,0.6151583545767664,0.9030739078436412
1.490732028150799,1.1663625159821054,1.104297447958624
-0.9358338684023914,-1.001158503063709,-1.14891472302488
1.1758290447821034,0.9930020882853364,0.9538311169561662
-1.2538806677490124,-0.8102123049549788,-0.7164948452911681
-0.6377515024534103,-0.5704791760471598,-0.8795154769323947
0.9071051958003012,0.6939200359756666,0.704776775344415
-1.428680700225969,-1.5313639961337409,-0.7333806278282706
-0.1400687201886661,-0.13434715920875956,-0.20042704485887758
-0.8617548958596855,-0.8837962465388921,-0.8806594360400478
-0.2556193705305969,-0.6708402671588115,-0.16822811629490197
-2.7985891054607244,-2.4155127294621614,-2.2537300858678657
-1.771533104509847,-1.4391170692367672,-0.9287699597580868
-0.6998772345979173,-0.5232613969666612,-0.4248466152368394
0.9274624317585825,1.2012046173144437,0.9111349263046162
-0.1736356827902158,-0.07390840888494576,-0.21886210670640852
0.0028459158968110196,-0.05819608926505155,-0.07714592682329183
0.688222711102285,0.7308649426435854,0.541952674648223
-0.8795363430090519,-0.6246491572918327,-0.45447383687957427
0.283627323807291,0.23830760268574272,0.38245919239109843
-0.8053665180656158,-0.6700809577460809,-0.9339275866955411
-1.7276694941206072,-1.5762877200961878,-1.1437203983474604
-0.390899793755101,-0.07497981211278854,0.17225326298862742
0.5738058624050577,0.7735828247983454,0.8576895709958442
0.3385890509998015,0.2606775692352721,0.437147726575675
-0.01183049447881976,-0.16558401468519418,-0.14363885901944948
2.392365265937726,2.1356470252465374,2.4215037631778222
0.4129121603087788,0.04225176794372576,0.03929880533560287
0.9787360059373466,1.03719959321909,0.9785620454278781
2.2381433384979528,2.193892460130259,1.8089960511974021
-1.2940853231612488,-1.3681856524281355,-1.5576844690938765
-1.0387882102049535,-0.7632957461319365,-0.8020915873934978
1.7437122251229307,1.5267616467976042,1.842795589838012
-0.7980627352410625,-0.3393579877369786,-0.665932996795942
0.02968323030333022,0.49961996725503566,0.14807981115967256
1.0693159694243486,0.919604560932948,0.634286295946981
0.8907063912931708,0.49924303820105487,0.6916468086064276
1.7548861819811095,1.8367425314747186,1.0794677432546467
1.4956441370334692,1.7026061952564555,1.3144987835892337
1.0693926697057368,1.120270922668046,1.0011334930626337
-0.7727087142471915,-0.6871893322229233,-0.937073977833857
0.7948626677932181,0.9415689752078207,0.5950431009142569
0.31427199450686705,0.056797871954137186,0.49971491476941554
-1.326265459940456,-0.9726405200977584,-0.7481597458090616
1.4172990464768525,1.134592838025565,0.907497832434667
